"New_species","ID","Year","Area","Perimeter","Entrance_distance","Volume","Entrances_number","Bat_number","Area_scaled","Perimeter_scaled","Entrance_distance_scaled","Volume_scaled","ED_shifted_min"
"Myotis","7",2015,176.048,184.846,25.985,441.139,4,31,2.16023368836399,3.69465357399749,3.26286670526691,1.55836045457156,20.499
"Myotis","7",2016,176.048,184.846,25.985,441.139,4,36,2.16023368836399,3.69465357399749,3.26286670526691,1.55836045457156,20.499
"Myotis","7",2017,176.048,184.846,25.985,441.139,4,63,2.16023368836399,3.69465357399749,3.26286670526691,1.55836045457156,20.499
"Myotis","7",2018,176.048,184.846,25.985,441.139,4,50,2.16023368836399,3.69465357399749,3.26286670526691,1.55836045457156,20.499
"Myotis","7",2019,176.048,184.846,25.985,441.139,4,54,2.16023368836399,3.69465357399749,3.26286670526691,1.55836045457156,20.499
"Myotis","7",2020,176.048,184.846,25.985,441.139,4,65,2.16023368836399,3.69465357399749,3.26286670526691,1.55836045457156,20.499
"Myotis","7",2021,176.048,184.846,25.985,441.139,4,59,2.16023368836399,3.69465357399749,3.26286670526691,1.55836045457156,20.499
"Myotis","7",2022,176.048,184.846,25.985,441.139,4,67,2.16023368836399,3.69465357399749,3.26286670526691,1.55836045457156,20.499
"Myotis","7",2023,176.048,184.846,25.985,441.139,4,47,2.16023368836399,3.69465357399749,3.26286670526691,1.55836045457156,20.499
"Myotis","7",2024,176.048,184.846,25.985,441.139,4,43,2.16023368836399,3.69465357399749,3.26286670526691,1.55836045457156,20.499
"Myotis","7",2025,176.048,184.846,25.985,441.139,4,72,2.16023368836399,3.69465357399749,3.26286670526691,1.55836045457156,20.499
"Myotis","70",2013,47.005,56.461,11.786,94.01,2,0,-0.18709611259947,-0.1821986840741,-0.0694850046407677,-0.231979354933597,6.3
"Myotis","70",2014,47.005,56.461,11.786,94.01,2,0,-0.18709611259947,-0.1821986840741,-0.0694850046407677,-0.231979354933597,6.3
"Myotis","70",2015,47.005,56.461,11.786,94.01,2,0,-0.18709611259947,-0.1821986840741,-0.0694850046407677,-0.231979354933597,6.3
"Myotis","70",2016,47.005,56.461,11.786,94.01,2,0,-0.18709611259947,-0.1821986840741,-0.0694850046407677,-0.231979354933597,6.3
"Myotis","70",2017,47.005,56.461,11.786,94.01,2,NA,-0.18709611259947,-0.1821986840741,-0.0694850046407677,-0.231979354933597,6.3
"Myotis","70",2018,47.005,56.461,11.786,94.01,2,0,-0.18709611259947,-0.1821986840741,-0.0694850046407677,-0.231979354933597,6.3
"Myotis","70",2019,47.005,56.461,11.786,94.01,2,0,-0.18709611259947,-0.1821986840741,-0.0694850046407677,-0.231979354933597,6.3
"Myotis","70",2020,47.005,56.461,11.786,94.01,2,0,-0.18709611259947,-0.1821986840741,-0.0694850046407677,-0.231979354933597,6.3
"Myotis","70",2021,47.005,56.461,11.786,94.01,2,0,-0.18709611259947,-0.1821986840741,-0.0694850046407677,-0.231979354933597,6.3
"Myotis","70",2022,47.005,56.461,11.786,94.01,2,0,-0.18709611259947,-0.1821986840741,-0.0694850046407677,-0.231979354933597,6.3
"Myotis","70",2023,47.005,56.461,11.786,94.01,2,0,-0.18709611259947,-0.1821986840741,-0.0694850046407677,-0.231979354933597,6.3
"Myotis","70",2024,47.005,56.461,11.786,94.01,2,0,-0.18709611259947,-0.1821986840741,-0.0694850046407677,-0.231979354933597,6.3
"Myotis","70",2025,47.005,56.461,11.786,94.01,2,0,-0.18709611259947,-0.1821986840741,-0.0694850046407677,-0.231979354933597,6.3
"Myotis","72",2013,42.27,52.591,10.996,81.5811,1,0,-0.273227143399762,-0.299061387962693,-0.254889459238068,-0.296082194103931,5.51
"Myotis","72",2014,42.27,52.591,10.996,81.5811,1,0,-0.273227143399762,-0.299061387962693,-0.254889459238068,-0.296082194103931,5.51
"Myotis","72",2015,42.27,52.591,10.996,81.5811,1,0,-0.273227143399762,-0.299061387962693,-0.254889459238068,-0.296082194103931,5.51
"Myotis","72",2016,42.27,52.591,10.996,81.5811,1,0,-0.273227143399762,-0.299061387962693,-0.254889459238068,-0.296082194103931,5.51
"Myotis","72",2017,42.27,52.591,10.996,81.5811,1,NA,-0.273227143399762,-0.299061387962693,-0.254889459238068,-0.296082194103931,5.51
"Myotis","72",2018,42.27,52.591,10.996,81.5811,1,0,-0.273227143399762,-0.299061387962693,-0.254889459238068,-0.296082194103931,5.51
"Myotis","72",2019,42.27,52.591,10.996,81.5811,1,0,-0.273227143399762,-0.299061387962693,-0.254889459238068,-0.296082194103931,5.51
"Myotis","72",2020,42.27,52.591,10.996,81.5811,1,0,-0.273227143399762,-0.299061387962693,-0.254889459238068,-0.296082194103931,5.51
"Myotis","72",2021,42.27,52.591,10.996,81.5811,1,0,-0.273227143399762,-0.299061387962693,-0.254889459238068,-0.296082194103931,5.51
"Myotis","72",2022,42.27,52.591,10.996,81.5811,1,0,-0.273227143399762,-0.299061387962693,-0.254889459238068,-0.296082194103931,5.51
"Myotis","72",2023,42.27,52.591,10.996,81.5811,1,0,-0.273227143399762,-0.299061387962693,-0.254889459238068,-0.296082194103931,5.51
"Myotis","72",2024,42.27,52.591,10.996,81.5811,1,0,-0.273227143399762,-0.299061387962693,-0.254889459238068,-0.296082194103931,5.51
"Myotis","72",2025,42.27,52.591,10.996,81.5811,1,0,-0.273227143399762,-0.299061387962693,-0.254889459238068,-0.296082194103931,5.51
"Myotis","73",2013,49.906,56.184,21.589,96.81764,1,0,-0.134326076622354,-0.190563275541061,2.231173056647,-0.217498773758417,16.103
"Myotis","73",2014,49.906,56.184,21.589,96.81764,1,0,-0.134326076622354,-0.190563275541061,2.231173056647,-0.217498773758417,16.103
"Myotis","73",2015,49.906,56.184,21.589,96.81764,1,0,-0.134326076622354,-0.190563275541061,2.231173056647,-0.217498773758417,16.103
"Myotis","73",2016,49.906,56.184,21.589,96.81764,1,0,-0.134326076622354,-0.190563275541061,2.231173056647,-0.217498773758417,16.103
"Myotis","73",2017,49.906,56.184,21.589,96.81764,1,NA,-0.134326076622354,-0.190563275541061,2.231173056647,-0.217498773758417,16.103
"Myotis","73",2018,49.906,56.184,21.589,96.81764,1,0,-0.134326076622354,-0.190563275541061,2.231173056647,-0.217498773758417,16.103
"Myotis","73",2019,49.906,56.184,21.589,96.81764,1,0,-0.134326076622354,-0.190563275541061,2.231173056647,-0.217498773758417,16.103
"Myotis","73",2020,49.906,56.184,21.589,96.81764,1,0,-0.134326076622354,-0.190563275541061,2.231173056647,-0.217498773758417,16.103
"Myotis","73",2021,49.906,56.184,21.589,96.81764,1,0,-0.134326076622354,-0.190563275541061,2.231173056647,-0.217498773758417,16.103
"Myotis","73",2022,49.906,56.184,21.589,96.81764,1,0,-0.134326076622354,-0.190563275541061,2.231173056647,-0.217498773758417,16.103
"Myotis","73",2023,49.906,56.184,21.589,96.81764,1,0,-0.134326076622354,-0.190563275541061,2.231173056647,-0.217498773758417,16.103
"Myotis","73",2024,49.906,56.184,21.589,96.81764,1,0,-0.134326076622354,-0.190563275541061,2.231173056647,-0.217498773758417,16.103
"Myotis","73",2025,49.906,56.184,21.589,96.81764,1,0,-0.134326076622354,-0.190563275541061,2.231173056647,-0.217498773758417,16.103
"Myotis","77",2013,27.001,35.016,12.372,51.84192,1,NA,-0.55097470607973,-0.829775088438669,0.0680428566174829,-0.449463899049469,6.886
"Myotis","77",2014,27.001,35.016,12.372,51.84192,1,NA,-0.55097470607973,-0.829775088438669,0.0680428566174829,-0.449463899049469,6.886
"Myotis","77",2015,27.001,35.016,12.372,51.84192,1,NA,-0.55097470607973,-0.829775088438669,0.0680428566174829,-0.449463899049469,6.886
"Myotis","77",2016,27.001,35.016,12.372,51.84192,1,NA,-0.55097470607973,-0.829775088438669,0.0680428566174829,-0.449463899049469,6.886
"Myotis","77",2017,27.001,35.016,12.372,51.84192,1,NA,-0.55097470607973,-0.829775088438669,0.0680428566174829,-0.449463899049469,6.886
"Myotis","77",2018,27.001,35.016,12.372,51.84192,1,NA,-0.55097470607973,-0.829775088438669,0.0680428566174829,-0.449463899049469,6.886
"Myotis","77",2019,27.001,35.016,12.372,51.84192,1,NA,-0.55097470607973,-0.829775088438669,0.0680428566174829,-0.449463899049469,6.886
"Myotis","77",2020,27.001,35.016,12.372,51.84192,1,0,-0.55097470607973,-0.829775088438669,0.0680428566174829,-0.449463899049469,6.886
"Myotis","77",2021,27.001,35.016,12.372,51.84192,1,0,-0.55097470607973,-0.829775088438669,0.0680428566174829,-0.449463899049469,6.886
"Myotis","77",2022,27.001,35.016,12.372,51.84192,1,0,-0.55097470607973,-0.829775088438669,0.0680428566174829,-0.449463899049469,6.886
"Myotis","77",2023,27.001,35.016,12.372,51.84192,1,0,-0.55097470607973,-0.829775088438669,0.0680428566174829,-0.449463899049469,6.886
"Myotis","77",2024,27.001,35.016,12.372,51.84192,1,0,-0.55097470607973,-0.829775088438669,0.0680428566174829,-0.449463899049469,6.886
"Myotis","77",2025,27.001,35.016,12.372,51.84192,1,0,-0.55097470607973,-0.829775088438669,0.0680428566174829,-0.449463899049469,6.886
"Myotis","79",2013,36.865,55.823,9.119,68.93755,2,NA,-0.371545669582565,-0.201464421821108,-0.695401055793932,-0.361292104248197,3.633
"Myotis","79",2014,36.865,55.823,9.119,68.93755,2,NA,-0.371545669582565,-0.201464421821108,-0.695401055793932,-0.361292104248197,3.633
"Myotis","79",2015,36.865,55.823,9.119,68.93755,2,NA,-0.371545669582565,-0.201464421821108,-0.695401055793932,-0.361292104248197,3.633
"Myotis","79",2016,36.865,55.823,9.119,68.93755,2,NA,-0.371545669582565,-0.201464421821108,-0.695401055793932,-0.361292104248197,3.633
"Myotis","79",2017,36.865,55.823,9.119,68.93755,2,NA,-0.371545669582565,-0.201464421821108,-0.695401055793932,-0.361292104248197,3.633
"Myotis","79",2018,36.865,55.823,9.119,68.93755,2,NA,-0.371545669582565,-0.201464421821108,-0.695401055793932,-0.361292104248197,3.633
"Myotis","79",2019,36.865,55.823,9.119,68.93755,2,NA,-0.371545669582565,-0.201464421821108,-0.695401055793932,-0.361292104248197,3.633
"Myotis","79",2020,36.865,55.823,9.119,68.93755,2,0,-0.371545669582565,-0.201464421821108,-0.695401055793932,-0.361292104248197,3.633
"Myotis","79",2021,36.865,55.823,9.119,68.93755,2,0,-0.371545669582565,-0.201464421821108,-0.695401055793932,-0.361292104248197,3.633
"Myotis","79",2022,36.865,55.823,9.119,68.93755,2,0,-0.371545669582565,-0.201464421821108,-0.695401055793932,-0.361292104248197,3.633
"Myotis","79",2023,36.865,55.823,9.119,68.93755,2,0,-0.371545669582565,-0.201464421821108,-0.695401055793932,-0.361292104248197,3.633
"Myotis","79",2024,36.865,55.823,9.119,68.93755,2,0,-0.371545669582565,-0.201464421821108,-0.695401055793932,-0.361292104248197,3.633
"Myotis","79",2025,36.865,55.823,9.119,68.93755,2,0,-0.371545669582565,-0.201464421821108,-0.695401055793932,-0.361292104248197,3.633
"Myotis","80",2013,33.391,52.322,11.274,66.782,1,NA,-0.434738742655472,-0.307184402780789,-0.189645866354461,-0.372409489935877,5.788
"Myotis","80",2014,33.391,52.322,11.274,66.782,1,NA,-0.434738742655472,-0.307184402780789,-0.189645866354461,-0.372409489935877,5.788
"Myotis","80",2015,33.391,52.322,11.274,66.782,1,NA,-0.434738742655472,-0.307184402780789,-0.189645866354461,-0.372409489935877,5.788
"Myotis","80",2016,33.391,52.322,11.274,66.782,1,NA,-0.434738742655472,-0.307184402780789,-0.189645866354461,-0.372409489935877,5.788
"Myotis","80",2017,33.391,52.322,11.274,66.782,1,NA,-0.434738742655472,-0.307184402780789,-0.189645866354461,-0.372409489935877,5.788
"Myotis","80",2018,33.391,52.322,11.274,66.782,1,NA,-0.434738742655472,-0.307184402780789,-0.189645866354461,-0.372409489935877,5.788
"Myotis","80",2019,33.391,52.322,11.274,66.782,1,NA,-0.434738742655472,-0.307184402780789,-0.189645866354461,-0.372409489935877,5.788
"Myotis","80",2020,33.391,52.322,11.274,66.782,1,0,-0.434738742655472,-0.307184402780789,-0.189645866354461,-0.372409489935877,5.788
"Myotis","80",2021,33.391,52.322,11.274,66.782,1,0,-0.434738742655472,-0.307184402780789,-0.189645866354461,-0.372409489935877,5.788
"Myotis","80",2022,33.391,52.322,11.274,66.782,1,0,-0.434738742655472,-0.307184402780789,-0.189645866354461,-0.372409489935877,5.788
"Myotis","80",2023,33.391,52.322,11.274,66.782,1,0,-0.434738742655472,-0.307184402780789,-0.189645866354461,-0.372409489935877,5.788
"Myotis","80",2024,33.391,52.322,11.274,66.782,1,0,-0.434738742655472,-0.307184402780789,-0.189645866354461,-0.372409489935877,5.788
"Myotis","80",2025,33.391,52.322,11.274,66.782,1,0,-0.434738742655472,-0.307184402780789,-0.189645866354461,-0.372409489935877,5.788
"Myotis","82",2013,43.211,55.143,10.897,82.1009,1,0,-0.256110078989398,-0.22199843697466,-0.278123688358489,-0.29340129267253,5.411
"Myotis","82",2014,43.211,55.143,10.897,82.1009,1,0,-0.256110078989398,-0.22199843697466,-0.278123688358489,-0.29340129267253,5.411
"Myotis","82",2015,43.211,55.143,10.897,82.1009,1,0,-0.256110078989398,-0.22199843697466,-0.278123688358489,-0.29340129267253,5.411
"Myotis","82",2016,43.211,55.143,10.897,82.1009,1,0,-0.256110078989398,-0.22199843697466,-0.278123688358489,-0.29340129267253,5.411
"Myotis","82",2017,43.211,55.143,10.897,82.1009,1,NA,-0.256110078989398,-0.22199843697466,-0.278123688358489,-0.29340129267253,5.411
"Myotis","82",2018,43.211,55.143,10.897,82.1009,1,0,-0.256110078989398,-0.22199843697466,-0.278123688358489,-0.29340129267253,5.411
"Myotis","82",2019,43.211,55.143,10.897,82.1009,1,0,-0.256110078989398,-0.22199843697466,-0.278123688358489,-0.29340129267253,5.411
"Myotis","82",2020,43.211,55.143,10.897,82.1009,1,0,-0.256110078989398,-0.22199843697466,-0.278123688358489,-0.29340129267253,5.411
"Myotis","82",2021,43.211,55.143,10.897,82.1009,1,0,-0.256110078989398,-0.22199843697466,-0.278123688358489,-0.29340129267253,5.411
"Myotis","82",2022,43.211,55.143,10.897,82.1009,1,0,-0.256110078989398,-0.22199843697466,-0.278123688358489,-0.29340129267253,5.411
"Myotis","82",2023,43.211,55.143,10.897,82.1009,1,0,-0.256110078989398,-0.22199843697466,-0.278123688358489,-0.29340129267253,5.411
"Myotis","82",2024,43.211,55.143,10.897,82.1009,1,0,-0.256110078989398,-0.22199843697466,-0.278123688358489,-0.29340129267253,5.411
"Myotis","82",2025,43.211,55.143,10.897,82.1009,1,0,-0.256110078989398,-0.22199843697466,-0.278123688358489,-0.29340129267253,5.411
"Myotis","83",2013,26.195,35.122,8.101,55.0095,1,0,-0.565636081121976,-0.826574197841203,-0.934314644123111,-0.433126904520655,2.615
"Myotis","83",2014,26.195,35.122,8.101,55.0095,1,0,-0.565636081121976,-0.826574197841203,-0.934314644123111,-0.433126904520655,2.615
"Myotis","83",2015,26.195,35.122,8.101,55.0095,1,0,-0.565636081121976,-0.826574197841203,-0.934314644123111,-0.433126904520655,2.615
"Myotis","83",2016,26.195,35.122,8.101,55.0095,1,0,-0.565636081121976,-0.826574197841203,-0.934314644123111,-0.433126904520655,2.615
"Myotis","83",2017,26.195,35.122,8.101,55.0095,1,0,-0.565636081121976,-0.826574197841203,-0.934314644123111,-0.433126904520655,2.615
"Myotis","83",2018,26.195,35.122,8.101,55.0095,1,0,-0.565636081121976,-0.826574197841203,-0.934314644123111,-0.433126904520655,2.615
"Myotis","83",2019,26.195,35.122,8.101,55.0095,1,0,-0.565636081121976,-0.826574197841203,-0.934314644123111,-0.433126904520655,2.615
"Myotis","83",2020,26.195,35.122,8.101,55.0095,1,0,-0.565636081121976,-0.826574197841203,-0.934314644123111,-0.433126904520655,2.615
"Myotis","83",2021,26.195,35.122,8.101,55.0095,1,0,-0.565636081121976,-0.826574197841203,-0.934314644123111,-0.433126904520655,2.615
"Myotis","83",2022,26.195,35.122,8.101,55.0095,1,0,-0.565636081121976,-0.826574197841203,-0.934314644123111,-0.433126904520655,2.615
"Myotis","83",2023,26.195,35.122,8.101,55.0095,1,0,-0.565636081121976,-0.826574197841203,-0.934314644123111,-0.433126904520655,2.615
"Myotis","83",2024,26.195,35.122,8.101,55.0095,1,0,-0.565636081121976,-0.826574197841203,-0.934314644123111,-0.433126904520655,2.615
"Myotis","83",2025,26.195,35.122,8.101,55.0095,1,0,-0.565636081121976,-0.826574197841203,-0.934314644123111,-0.433126904520655,2.615
"Myotis","87",2013,24.631,28.62,11.208,49.262,1,NA,-0.594085697208914,-1.02291561920648,-0.205135352434742,-0.462769999897679,5.722
"Myotis","87",2014,24.631,28.62,11.208,49.262,1,NA,-0.594085697208914,-1.02291561920648,-0.205135352434742,-0.462769999897679,5.722
"Myotis","87",2015,24.631,28.62,11.208,49.262,1,NA,-0.594085697208914,-1.02291561920648,-0.205135352434742,-0.462769999897679,5.722
"Myotis","87",2016,24.631,28.62,11.208,49.262,1,NA,-0.594085697208914,-1.02291561920648,-0.205135352434742,-0.462769999897679,5.722
"Myotis","87",2017,24.631,28.62,11.208,49.262,1,NA,-0.594085697208914,-1.02291561920648,-0.205135352434742,-0.462769999897679,5.722
"Myotis","87",2018,24.631,28.62,11.208,49.262,1,0,-0.594085697208914,-1.02291561920648,-0.205135352434742,-0.462769999897679,5.722
"Myotis","87",2019,24.631,28.62,11.208,49.262,1,0,-0.594085697208914,-1.02291561920648,-0.205135352434742,-0.462769999897679,5.722
"Myotis","87",2020,24.631,28.62,11.208,49.262,1,0,-0.594085697208914,-1.02291561920648,-0.205135352434742,-0.462769999897679,5.722
"Myotis","87",2021,24.631,28.62,11.208,49.262,1,0,-0.594085697208914,-1.02291561920648,-0.205135352434742,-0.462769999897679,5.722
"Myotis","87",2022,24.631,28.62,11.208,49.262,1,0,-0.594085697208914,-1.02291561920648,-0.205135352434742,-0.462769999897679,5.722
"Myotis","87",2023,24.631,28.62,11.208,49.262,1,0,-0.594085697208914,-1.02291561920648,-0.205135352434742,-0.462769999897679,5.722
"Myotis","87",2024,24.631,28.62,11.208,49.262,1,0,-0.594085697208914,-1.02291561920648,-0.205135352434742,-0.462769999897679,5.722
"Myotis","87",2025,24.631,28.62,11.208,49.262,1,0,-0.594085697208914,-1.02291561920648,-0.205135352434742,-0.462769999897679,5.722
"Myotis","92",2013,32.409,37.144,12.438,63.84573,1,0,-0.452601609022079,-0.765515699840497,0.0835323426977639,-0.38755348848528,6.952
"Myotis","92",2014,32.409,37.144,12.438,63.84573,1,0,-0.452601609022079,-0.765515699840497,0.0835323426977639,-0.38755348848528,6.952
"Myotis","92",2015,32.409,37.144,12.438,63.84573,1,0,-0.452601609022079,-0.765515699840497,0.0835323426977639,-0.38755348848528,6.952
"Myotis","92",2016,32.409,37.144,12.438,63.84573,1,0,-0.452601609022079,-0.765515699840497,0.0835323426977639,-0.38755348848528,6.952
"Myotis","92",2017,32.409,37.144,12.438,63.84573,1,0,-0.452601609022079,-0.765515699840497,0.0835323426977639,-0.38755348848528,6.952
"Myotis","92",2018,32.409,37.144,12.438,63.84573,1,0,-0.452601609022079,-0.765515699840497,0.0835323426977639,-0.38755348848528,6.952
"Myotis","92",2019,32.409,37.144,12.438,63.84573,1,0,-0.452601609022079,-0.765515699840497,0.0835323426977639,-0.38755348848528,6.952
"Myotis","92",2020,32.409,37.144,12.438,63.84573,1,0,-0.452601609022079,-0.765515699840497,0.0835323426977639,-0.38755348848528,6.952
"Myotis","92",2021,32.409,37.144,12.438,63.84573,1,0,-0.452601609022079,-0.765515699840497,0.0835323426977639,-0.38755348848528,6.952
"Myotis","92",2022,32.409,37.144,12.438,63.84573,1,0,-0.452601609022079,-0.765515699840497,0.0835323426977639,-0.38755348848528,6.952
"Myotis","92",2023,32.409,37.144,12.438,63.84573,1,0,-0.452601609022079,-0.765515699840497,0.0835323426977639,-0.38755348848528,6.952
"Myotis","92",2024,32.409,37.144,12.438,63.84573,1,0,-0.452601609022079,-0.765515699840497,0.0835323426977639,-0.38755348848528,6.952
"Myotis","92",2025,32.409,37.144,12.438,63.84573,1,0,-0.452601609022079,-0.765515699840497,0.0835323426977639,-0.38755348848528,6.952
"Myotis","93",2013,41.91,56.149,11.947,82.5627,1,0,-0.27977564838141,-0.191620173379847,-0.0317000461722041,-0.29101952991566,6.461
